actor_1_facebook_likes,actor_1_name,actor_2_facebook_likes,actor_2_name,actor_3_facebook_likes,actor_3_name,aspect_ratio,budget,cast_total_facebook_likes,color,content_rating,country,director_facebook_likes,director_name,facenumber_in_poster,genres,gross,imdb_score,language,movie_facebook_likes,movie_title,num_critic_for_reviews,num_user_for_reviews,num_voted_users,overview,plot_keywords,popularity,production_companies,runtime,title_year,return_rate,if_profit,total_fb_likes
974,Bingbing Li,956,Sophia Myles,808,Kelsey Grammer,2.35,210,3988,Color,PG-13,USA,0,Michael Bay,2,Action,245.428137,5.7,English,56000,Transformers: Age of Extinction,378,918,242420,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",blockbuster|bumblebee the character|semi truck and trailer|texas|truck,116.840296,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Ian Bryce Productions"", ""id"": 38833}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",165,2014,0.16870541428571428,1,62726
15000,Emma Stone,10000,Andrew Garfield,825,B.J. Novak,2.35,200,28631,Color,PG-13,USA,464,Marc Webb,0,Action,202.853933,6.7,English,41000,The Amazing Spider-Man 2,495,1067,321227,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,89.270217,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Avi Arad Productions"", ""id"": 31828}, {""name"": ""Matt Tolmach Productions"", ""id"": 53462}]",142,2014,0.014269665000000042,1,95920
12000,Jeff Bridges,10000,Olivia Wilde,1000,James Frain,2.35,170,25550,Color,PG,USA,364,Joseph Kosinski,0,Action,172.051787,6.8,English,30000,TRON: Legacy,469,665,264183,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",arcade|bridge|disappearance|escape|warrior,73.79505,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Prana Studios"", ""id"": 18713}, {""name"": ""Sean Bailey Productions"", ""id"": 23791}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",125,2010,0.012069335294117689,1,78914
1000,Joe Mantegna,919,Thomas Kretschmann,776,Eddie Izzard,2.35,200,4482,Color,G,USA,487,John Lasseter,0,Adventure,191.450875,6.3,English,10000,Cars 2,304,283,101178,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,best friend|car race|conspiracy|gadget car|spy,49.98659,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",106,2011,-0.04274562500000001,0,17664
16000,Ryan Reynolds,368,Temuera Morrison,326,Taika Waititi,2.35,200,17657,Color,PG-13,USA,258,Martin Campbell,2,Action,116.593191,5.6,English,24000,Green Lantern,436,550,223393,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",autopsy|lantern|planet|ring|test pilot,51.872839,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]",114,2011,-0.41703404499999996,0,58609
15000,Tom Hanks,1000,John Ratzenberger,721,Don Rickles,1.85,200,19085,Color,G,USA,125,Lee Unkrich,3,Adventure,414.984497,8.3,English,30000,Toy Story 3,453,733,544884,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",college|day care|escape|teddy bear|toy,59.995418,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",103,2010,1.074922485,1,65931
23000,Christian Bale,3000,Bryce Dallas Howard,988,Common,2.35,200,27468,Color,PG-13,USA,368,McG,0,Action,125.320003,6.6,English,0,Terminator Salvation,422,974,286095,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",death row|future|machine|rescue|skynet,71.862892,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Halcyon Company"", ""id"": 4021}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]",115,2009,-0.37339998500000005,0,54824
26000,Jason Statham,23000,Paul Walker,14000,Vin Diesel,2.35,190,79150,Color,PG-13,USA,0,James Wan,0,Action,350.03411,7.2,English,94000,Furious 7,424,657,278232,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,car falling off a cliff|hospital|revenge|star died before release|terrorist,102.322217,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Qu\u00e9bec Production Services Tax Credit"", ""id"": 86352}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}, {""name"": ""Abu Dhabi Film Commission"", ""id"": 87857}, {""name"": ""Colorado Office of Film, Television & Media"", ""id"": 87858}]",137,2015,0.8422847894736842,1,236150
17000,Peter Capaldi,11000,Brad Pitt,1000,Mireille Enos,2.35,190,32392,Color,PG-13,USA,395,Marc Forster,0,Action,202.351611,7,English,129000,World War Z,654,995,465019,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",chaos|disease|infection|pandemic|zombie,81.834855,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""Apparatus Productions"", ""id"": 11956}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""2DUX\u00b2"", ""id"": 23644}]",116,2013,0.06500847894736839,1,190787
34000,Jennifer Lawrence,22000,Peter Dinklage,20000,Hugh Jackman,2.35,200,91434,Color,PG-13,USA,0,Bryan Singer,7,Action,233.914986,8,English,82000,X-Men: Days of Future Past,539,752,514125,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,dystopia|super strength|supernatural power|time paradox|time travel,118.078691,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Down Productions"", ""id"": 37336}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",131,2014,0.16957493,1,249434
19000,Benedict Cumberbatch,981,Bruce Greenwood,928,Noel Clarke,2.35,190,21411,Color,PG-13,USA,14000,J.J. Abrams,0,Action,228.756232,7.8,English,92000,Star Trek Into Darkness,590,1171,395573,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",admiral|captain|manhunt|mission|space,78.291018,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Kurtzman/Orci"", ""id"": 12536}]",132,2013,0.2039801684210527,1,148320
979,Eddie Marsan,557,Ewen Bremner,140,Ralph Brown,2.35,195,1766,Color,PG-13,USA,0,Bryan Singer,1,Adventure,65.17186,6.3,English,22000,Jack the Giant Slayer,338,205,106416,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",bean|giant|king|no opening credits|princess,43.349855,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Big Kid Pictures"", ""id"": 8406}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]",114,2013,-0.6657853333333333,0,25442
29000,Leonardo DiCaprio,509,Elizabeth Debicki,77,Steve Bisley,2.35,105,29770,Color,PG-13,Australia,1000,Baz Luhrmann,4,Drama,144.812796,7.3,English,115000,The Great Gatsby,490,753,362912,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",ingratitude|mansion|party|title appears in writing|tragedy,61.196071,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]",143,2013,0.37916948571428555,1,175356
15000,Jake Gyllenhaal,567,Richard Coyle,236,Reece Ritchie,2.35,200,16149,Color,PG-13,USA,179,Mike Newell,2,Action,90.755643,6.6,English,23000,Prince of Persia: The Sands of Time,306,453,222403,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",alamut|dagger|king|persia|princess,62.169881,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]",116,2010,-0.546221785,0,55131
16000,Charlie Hunnam,968,Clifton Collins Jr.,919,Larry Joe Campbell,1.85,190,19166,Color,PG-13,USA,0,Guillermo del Toro,0,Action,101.785482,7,English,83000,Pacific Rim,575,1106,381148,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",giant monster|kaiju|pilot|portal|robot,56.523205,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Disney Double Dare You (DDY)"", ""id"": 19750}, {""name"": ""Indochina Productions"", ""id"": 19751}]",131,2013,-0.4642869368421052,0,120053
894,Glenn Morshower,829,Lester Speight,581,Kevin Dunn,2.35,195,2593,Color,PG-13,USA,0,Michael Bay,2,Action,352.358779,6.3,English,46000,Transformers: Dark of the Moon,428,899,326180,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",autobot|decepticon|job interview|moon|spacecraft,28.529607,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Indochina Productions"", ""id"": 19751}, {""name"": ""Hasbro Studios"", ""id"": 22826}]",154,2011,0.8069680974358975,1,50897
11000,Harrison Ford,1000,Ray Winstone,1000,Jim Broadbent,2.35,185,14959,Color,PG-13,USA,14000,Steven Spielberg,2,Action,317.011114,6.2,English,5000,Indiana Jones and the Kingdom of the Crystal Skull,470,2054,333847,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957,75.674458,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]",122,2008,0.7135735891891892,1,46959
2000,Kelly Macdonald,1000,John Ratzenberger,838,Julie Walters,2.35,185,5005,Color,PG,USA,56,Mark Andrews,0,Adventure,237.282182,7.2,English,39000,Brave,488,428,273556,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",archery|coming of age|female warrior|princess|rebellious daughter,125.114374,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",93,2012,0.28260638918918923,1,47899
